ID,Component
HYDRPHENYLAC-CPD[c],0
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN,0
CPD-15384[c],0
PHOSNACMURPENTATRANS-RXN,0
PANTOTHENATE-KIN-RXN,0
CPD-10664[c],0
UDP-N-ACETYL-D-GLUCOSAMINE[c],0
CPD0-1308[c],0
RXN-14801,0
RXN-15125,0
CPD-3706[c],0
Benzoin[c],0
ACGAMtex,1
N-acetyl-D-glucosamine[p],1
N-acetyl-D-glucosamine[e],1
EX_acgam,1
ASCBtex,2
ASCORBATE[e],2
EX_ascb,2
ASCORBATE[p],2
CPD-315[e],3
EX_cbl,3
CHITOBIOSE[e],4
EX_chitob,4
FRUtex,5
EX_fru,5
FRU[p],5
FRU[e],5
D-glucopyranose-6-phosphate[e],6
EX_g6p,6
D-glucopyranose-6-phosphate[p],6
G6Ptex,6
GALACTOSE[e],7
EX_gal,7
GALACTOSE[p],7
GALtex,7
GLUCOSAMINE[e],8
EX_gam,8
GAMtex,8
GLUCOSAMINE[p],8
LIPOIC-ACID[p],9
EX_lipoate,9
LIPOIC-ACID[e],9
LIPOtex,9
MANNOSE[e],10
EX_man,10
MANNOSE[p],10
MANtex,10
PYDXNtex,11
PYRIDOXINE[c],11
PYRIDOXINE[p],11
PYDXNtpp,11
EX_pydxn,11
PYRIDOXINE[e],11
SELENATE[p],12
EX_sel,12
SELtex,12
SELENATE[e],12
SLNTtex,13
EX_slnt,13
SELENITE[p],13
SELENITE[e],13
EX_tungs,14
TUNGStex,14
TUNGSTATE[p],14
TUNGSTATE[e],14
XYLOSE[p],15
EX_xylose,15
XYLOSE[e],15
XYLOSEtex,15
HYDROXY-MANDELATE-RACEMASE-RXN,16
CPD-106[c],16
CPD-105[c],16
CPD-121[c],17
CPD-122[c],17
MANDELATE-RACEMASE-RXN,17
CPD-10330[c],18
CPD-15818[c],18
CPD0-1108[c],18
RXN-14904,18
RXN0-5305,18
RXN-9387,19
CPD-10019[c],19
CPD-10020[c],19
CPDN-384[c],20
RXNN-386,20
CPDN-385[c],20
BIOTIN[e],21
EX_BIOTIN[e],21
EX_NITRATE[e],22
NITRATE[e],22
HCO3[e],23
EX_HCO3[e],23
RXN-19921,24
CPD-14762[c],24
CPD-14763[c],24
ALPHA-GLC-6-P[c],25
GLC-6-P[c],25
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN,25
CPD-18808[c],26
CPD-17986[c],26
CPD-18807[c],26
RXN-17393,26
CPD-13339[c],27
CPD-8742[c],27
RXN-8529,27
