source	sabiork_entry_id	organism	uniprot_id	ec_number	parameter.name	param_type	substrate_from_param	kcat_value	kcat_value_end	parameter.standardDeviation	kcat_unit	substrate	Product	pH	temperature_C	buffer	cellular_location	sabiork_reaction_id	kegg_reaction_id	reactome_reaction_id	pubmed_id
SABIO-RK	11616	Escherichia coli	P06875	3.5.1.11	kcat	kcat		190.0		-	1/s	Methyl 2-phenylacetate;H2O	Phenylacetic acid;Methanol	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	8150			11985586
SABIO-RK	11617	Escherichia coli	P06875	3.5.1.11	kcat	kcat		30.0		-	1/s	H2O;D-Phenylglycine amide	D-Phenylglycine;NH3	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	8117			11985586
SABIO-RK	11618	Escherichia coli	P06875	3.5.1.11	kcat	kcat		50.0		-	1/s	H2O;D-Phenylglycine methyl ester	Methanol;D-Phenylglycine	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	8123			11985586
SABIO-RK	11619	Escherichia coli	P06875	3.5.1.11	kcat	kcat		10.4		-	1/s	H2O;D-4-Hydroxyphenylglycine amide	D-4-Hydroxyphenylglycine;NH3	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	8145			11985586
SABIO-RK	11620	Escherichia coli	P06875	3.5.1.11	kcat	kcat		16.2		-	1/s	D-4-Hydroxyphenylglycine methyl ester;H2O	Methanol;D-4-Hydroxyphenylglycine	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	8148			11985586
SABIO-RK	11621	Escherichia coli	P06875	3.5.1.11	kcat	kcat		30.0		-	1/s	Ampicillin;H2O	6-Aminopenicillanate;D-Phenylglycine	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	8121			11985586
SABIO-RK	11622	Escherichia coli	P06875	3.5.1.11	kcat	kcat		57.0		-	1/s	Cephalexin;H2O	D-Phenylglycine;7-Desacetoxycephalosporanic acid	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	8144			11985586
SABIO-RK	11623	Escherichia coli	P06875	3.5.1.11	kcat	kcat		22.0		-	1/s	H2O;Amoxicillin	D-4-Hydroxyphenylglycine;6-Aminopenicillanate	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	8142			11985586
SABIO-RK	11624	Escherichia coli	P06875	3.5.1.11	kcat	kcat		50.0		-	1/s	H2O;Cefadroxil	7-Desacetoxycephalosporanic acid;D-4-Hydroxyphenylglycine	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[unknown, unknown, unknown, unknown, unknown]	8135			11985586
SABIO-RK	11819	Escherichia coli	P00634	3.1.3.1	kcat	kcat		44.4		5E-1	1/s	H2O;4-Nitrophenyl phosphate	p-Nitrophenol;Phosphate	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11827	Escherichia coli	P00634	3.1.3.1	kcat	kcat		80.5		1.5E0	1/s	4-Nitrophenyl phosphate;H2O	Phosphate;p-Nitrophenol	8.0	25.0	[ 0.1 M Tris,  0.1 M Tris]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11852	Escherichia coli	P00634	3.1.3.1	kcat	kcat		44.0		6E-1	1/s	H2O;4-Nitrophenyl phosphate	Phosphate;p-Nitrophenol	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11853	Escherichia coli	P00634	3.1.3.1	kcat	kcat		43.0		1E-1	1/s	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11854	Escherichia coli	P00634	3.1.3.1	kcat	kcat		81.0		1.2E0	1/s	H2O;4-Nitrophenyl phosphate	Phosphate;p-Nitrophenol	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11855	Escherichia coli	P00634	3.1.3.1	kcat	kcat		80.0		7E-1	1/s	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11856	Escherichia coli	P00634	3.1.3.1	kcat	kcat		38.0		5E-1	1/s	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11857	Escherichia coli	P00634	3.1.3.1	kcat	kcat		37.0		6E-1	1/s	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11858	Escherichia coli	P00634	3.1.3.1	kcat	kcat		39.0		4E-1	1/s	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11859	Escherichia coli	P00634	3.1.3.1	kcat	kcat		71.0		1.1E0	1/s	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11860	Escherichia coli	P00634	3.1.3.1	kcat	kcat		69.0		6E-1	1/s	H2O;4-Nitrophenyl phosphate	p-Nitrophenol;Phosphate	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11861	Escherichia coli	P00634	3.1.3.1	kcat	kcat		73.0		9E-1	1/s	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11886	Escherichia coli	P00634	3.1.3.1	kcat	kcat		44.4		6E-1	1/s	4-Nitrophenyl phosphate;H2O	Phosphate;p-Nitrophenol	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11887	Escherichia coli	P00634	3.1.3.1	kcat	kcat		43.0		1E-1	1/s	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	8.0	25.0	[ 0.1 M Mops,  0.1 M Mops,  0.1 M Mops]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11888	Escherichia coli	P00634	3.1.3.1	kcat	kcat		81.0		1.2E0	1/s	4-Nitrophenyl phosphate;H2O	Phosphate;p-Nitrophenol	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11889	Escherichia coli	P00634	3.1.3.1	kcat	kcat		80.0		7E-1	1/s	H2O;4-Nitrophenyl phosphate	Phosphate;p-Nitrophenol	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11890	Escherichia coli	P00634	3.1.3.1	kcat	kcat		44.0		1E-1	1/s	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	8.0	25.0	[ 0.1 M MOPS,  0.1 M MOPS,  0.1 M MOPS]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11891	Escherichia coli	P00634	3.1.3.1	kcat	kcat		44.0		3E-1	1/s	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	8.0	25.0	[ 0.1 M MOPS,  0.1 M MOPS,  0.1 M MOPS]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11892	Escherichia coli	P00634	3.1.3.1	kcat	kcat		43.0		5E-1	1/s	H2O;4-Nitrophenyl phosphate	Phosphate;p-Nitrophenol	8.0	25.0	[ 0.1 M MOPS,  0.1 M MOPS,  0.1 M MOPS]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11893	Escherichia coli	P00634	3.1.3.1	kcat	kcat		80.0		7E-1	1/s	4-Nitrophenyl phosphate;H2O	p-Nitrophenol;Phosphate	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11894	Escherichia coli	P00634	3.1.3.1	kcat	kcat		80.0		9E-1	1/s	4-Nitrophenyl phosphate;H2O	Phosphate;p-Nitrophenol	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	11895	Escherichia coli	P00634	3.1.3.1	kcat	kcat		79.0		7E-1	1/s	H2O;4-Nitrophenyl phosphate	Phosphate;p-Nitrophenol	8.0	25.0	[ 1.0 M Tris,  1.0 M Tris]	[unknown, unknown, unknown, unknown, unknown]	2874	R03024		11099386
SABIO-RK	12253	Escherichia coli	P60906	6.1.1.21	kcat	kcat		2.6		4E-1	1/s	L-Histidine;tRNA(His);ATP	Diphosphate;L-Histidyl-tRNA(His);AMP	7.5	37.0	[ 50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl,  50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	410	R03655	R-HSA-380234;R-HSA-379844	9131996
SABIO-RK	12254	Escherichia coli	P60906	6.1.1.21	kcat	kcat		1.5		3E-1	1/s	ATP;L-Histidine;tRNA(His)	Diphosphate;AMP;L-Histidyl-tRNA(His)	7.5	37.0	[ 50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl,  50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	410	R03655	R-HSA-380234;R-HSA-379844	9131996
SABIO-RK	12255	Escherichia coli	P60906	6.1.1.21	kcat	kcat		0.005		5E-4	1/s	ATP;L-Histidine;tRNA(His)	L-Histidyl-tRNA(His);Diphosphate;AMP	7.5	37.0	[ 50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl,  50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	410	R03655	R-HSA-379844;R-HSA-380234	9131996
SABIO-RK	12256	Escherichia coli	P60906	6.1.1.21	kcat	kcat		0.026		4E-3	1/s	L-Histidine;tRNA(His);ATP	AMP;L-Histidyl-tRNA(His);Diphosphate	7.5	37.0	[ 50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl,  50 mM HEPES, 100 mM KCl, 8.3 mM DTT, 10 mM MgCl]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	410	R03655	R-HSA-379844;R-HSA-380234	9131996
SABIO-RK	12261	Escherichia coli	P60906	6.1.1.21	kcat	kcat		142.0		5E0	1/s	tRNA(His);L-Histidine;ATP	AMP;L-Histidyl-tRNA(His);Diphosphate	8.0	37.0	[ 100 mM Tris, 10 mM beta-mercaptoethanol, 10 mM KF, 10 mM MgCl2, 2 mM [32P]NaPPi,  100 mM Tris, 10 mM beta-mercaptoethanol, 10 mM KF, 10 mM MgCl2, 2 mM [32P]NaPPi]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	410	R03655	R-HSA-380234;R-HSA-379844	9131996
SABIO-RK	12264	Escherichia coli	P60906	6.1.1.21	kcat	kcat		120.0		4E0	1/s	L-Histidine;tRNA(His);ATP	AMP;L-Histidyl-tRNA(His);Diphosphate	8.0	37.0	[ 100 mM Tris, 10 mM beta-mercaptoethanol, 10 mM KF, 10 mM MgCl2, 2 mM [32P]NaPPi,  100 mM Tris, 10 mM beta-mercaptoethanol, 10 mM KF, 10 mM MgCl2, 2 mM [32P]NaPPi]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	410	R03655	R-HSA-380234;R-HSA-379844	9131996
SABIO-RK	12975	Escherichia coli	P11880	6.3.2.10	kcat	kcat		18.0		-	1/s	D-Alanyl-D-alanine;ATP;UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	ADP;Phosphate;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	8.6	37.0	[ 100 mM Tris, 10 mM MgCl2,  100 mM Tris, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	4284	R04617		1931965
SABIO-RK	12976	Escherichia coli	P11880	6.3.2.10	kcat	kcat		0.5666667		-	1/s	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate;D-Alanyl-D-methionine;ATP	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-methionine;ADP;Phosphate	8.6	37.0	[ 100 mM Tris, 10 mM MgCl2,  100 mM Tris, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	9628			1931965
SABIO-RK	12977	Escherichia coli	P11880	6.3.2.10	kcat	kcat		0.9166667		-	1/s	ATP;UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate;D-Alanyl-D-phenylalanine	ADP;Phosphate;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-phenylalanine	8.6	37.0	[ 100 mM Tris, 10 mM MgCl2,  100 mM Tris, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	9609			1931965
SABIO-RK	12978	Escherichia coli	P11880	6.3.2.10	kcat	kcat		13.83333		-	1/s	ATP;D-Alanyl-D-lactate;UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	ADP;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-lactate;Phosphate	8.6	37.0	[ 100 mM Tris, 10 mM MgCl2,  100 mM Tris, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	9612			1931965
SABIO-RK	12979	Escherichia coli	P11880	6.3.2.10	kcat	kcat		9.166667		-	1/s	D-Alanyl-D-2-hydroxybutanoate;ATP;UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	ADP;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-2-hydroxybutanoate;Phosphate	8.6	37.0	[ 100 mM Tris, 10 mM MgCl2,  100 mM Tris, 10 mM MgCl2]	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]	9615			1931965
SABIO-RK	13053	Escherichia coli	P00805	3.5.1.1	kcat	kcat		29.0		1E0	1/s	H2O;L-Aspartyl-beta-hydroxamate	L-Aspartate;Hydroxylamine	7.0	25.0	[ 50 mM Mes, MOPS or Tris,  50 mM Mes, MOPS or Tris]	[unknown, unknown, unknown, unknown, unknown]	9604			11106175
SABIO-RK	13070	Escherichia coli	P00805	3.5.1.2	kcat	kcat		0.33		2E-2	1/s	L-Glutamine;H2O	L-Glutamate;NH3	7.0	25.0	[ 50 mM Mes, MOPS or Tris,  50 mM Mes, MOPS or Tris]	[unknown, unknown, unknown, unknown, unknown]	762	R00256	R-CFA-70609;R-RNO-70609;R-MMU-70609;R-DDI-70609;R-XTR-70609;R-HSA-70609;R-DRE-70609;R-DME-70609;R-BTA-70609;R-TGU-70609;R-GGA-70609;R-CEL-70609;R-SSC-70609	11106175
SABIO-RK	13083	Escherichia coli	P00805	3.5.1.1	kcat	kcat		24.0		1E0	1/s	H2O;L-Asparagine	NH3;L-Aspartate	7.0	25.0	[ 50 mM Mes, MOPS or Tris,  50 mM Mes, MOPS or Tris]	[unknown, unknown, unknown, unknown, unknown]	917	R00485	R-CFA-6797627;R-DRE-6797627;R-HSA-6797627;R-SPO-6797627;R-RNO-6797627;R-DME-6797627;R-CEL-6797627;R-DDI-6797627;R-TGU-6797627;R-GGA-6797627;R-MMU-6797627;R-XTR-6797627;R-BTA-6797627	11106175
SABIO-RK	13903	Escherichia coli	P0AES2	4.2.1.40	kcat	kcat		44.0		-	1/s	4-Deoxy-4-fluoro-D-glucarate	HF;5-Dehydro-4-deoxy-D-glucarate	7.5	22.0	[ 50 mM Tris-HCl, 5 mM MgCl2,  50 mM Tris-HCl, 5 mM MgCl2]	[unknown, unknown, unknown, unknown]	9686			11513584
SABIO-RK	14168	Escherichia coli	P00383	1.5.1.3	kcat	kcat		1.3		7.3E-2	1/s	NADPH;Dihydrofolate;H+	NADP+;5,6,7,8-Tetrahydrofolate	7.0	30.0	[ 50 mM MES, 100 mM Tris, 50 mM acetic acid, 10 mM beta-mercaptoethanol,  50 mM MES, 100 mM Tris, 50 mM acetic acid, 10 mM beta-mercaptoethanol]	[unknown, unknown, unknown, unknown, unknown, unknown]	100	R00939	R-TGU-197972;R-RNO-197972;R-SPO-197972;R-BTA-197972;R-DDI-197972;R-GGA-197972;R-MMU-197972;R-SSC-197972;R-XTR-197972;R-DRE-197972;R-HSA-197972;R-CFA-197972;R-DME-197972;R-CEL-197972;R-SCE-197972	1932013
SABIO-RK	14169	Escherichia coli	P00383	1.5.1.3	kcat	kcat		1.5		1.2E-1	1/s	NADPH;H+;Dihydrofolate	5,6,7,8-Tetrahydrofolate;NADP+	7.0	30.0	[ 50 mM MES, 100 mM Tris, 50 mM acetic acid, 10 mM beta-mercaptoethanol,  50 mM MES, 100 mM Tris, 50 mM acetic acid, 10 mM beta-mercaptoethanol]	[unknown, unknown, unknown, unknown, unknown, unknown]	100	R00939	R-XTR-197972;R-HSA-197972;R-BTA-197972;R-SSC-197972;R-DRE-197972;R-MMU-197972;R-CFA-197972;R-DME-197972;R-TGU-197972;R-RNO-197972;R-SCE-197972;R-SPO-197972;R-CEL-197972;R-GGA-197972;R-DDI-197972	1932013
SABIO-RK	14171	Escherichia coli	P0ABQ4	1.5.1.3	kcat	kcat		29.0		1E0	1/s	H+;Dihydrofolate;NADPH	NADP+;5,6,7,8-Tetrahydrofolate	7.0	30.0	[ 50 mM MES, 100 mM Tris, 50 mM acetic acid, 10 mM beta-mercaptoethanol,  50 mM MES, 100 mM Tris, 50 mM acetic acid, 10 mM beta-mercaptoethanol]	[unknown, unknown, unknown, unknown, unknown, unknown]	100	R00939	R-TGU-197972;R-BTA-197972;R-DDI-197972;R-DRE-197972;R-SPO-197972;R-SSC-197972;R-HSA-197972;R-DME-197972;R-XTR-197972;R-CEL-197972;R-RNO-197972;R-SCE-197972;R-MMU-197972;R-GGA-197972;R-CFA-197972	1932013
SABIO-RK	14345	Escherichia coli	P66899	4.3.1.15	kcat	kcat		58.6		-	1/s	H2O;2,3-Diaminopropanoate	NH3;Pyruvate	7.5	37.0	[-, -]	[unknown, unknown, unknown, unknown, unknown]	741	R00195		12821154
SABIO-RK	14346	Escherichia coli	P66899	4.3.1.15	kcat	kcat		1.6		-	1/s	D-Serine	Pyruvate;NH3	7.5	37.0	[-, -]	[unknown, unknown, unknown, unknown]	746	R00221		12821154
SABIO-RK	14347	Escherichia coli	P66899	4.3.1.15	kcat	kcat		0.049		-	1/s	L-Serine	NH3;Pyruvate	7.5	37.0	[-, -]	[unknown, unknown, unknown, unknown]	745	R00220		12821154
SABIO-RK	14637	Escherichia coli	P00914	4.1.99.3	kcat	kcat		0.47		-	1/s	cis-syn Cyclobutadipyrimidine	Pyrimidine residues (in DNA)	7.0	25.0	[ 50 mM Tris,  50 mM Tris]	[unknown, unknown, unknown]	9722			15158485
SABIO-RK	14939	Escherichia coli	P06875	3.5.1.11	kcat	kcat		16.2		-	1/s	H2O;2-Nitro-5-[(Phenylacetyl)amino]benzoic acid	Phenylacetic acid;5-Amino-2-nitrobenzoic acid	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[periplasm, periplasm, periplasm, periplasm, periplasm]	8105			11239085
SABIO-RK	14943	Escherichia coli	P06875	3.5.1.11	kcat	kcat		50.0		-	1/s	2-Phenylacetamide;H2O	NH3;Phenylacetic acid	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[periplasm, periplasm, periplasm, periplasm, periplasm]	2459	R02540		11239085
SABIO-RK	14947	Escherichia coli	P06875	3.5.1.11	kcat	kcat		42.0		-	1/s	H2O;Penicillin G	2-Phenyl acetate;6-Aminopenicillanate	7.0	30.0	[ 50 mM phosphate,  50 mM phosphate]	[periplasm, periplasm, periplasm, periplasm, periplasm]	3830			11239085
SABIO-RK	15013	Escherichia coli	P51025	3.1.2.12	kcat	kcat		0.3		1E-2	1/s	p-Nitrophenyl acetate;H2O	p-Nitrophenol;Acetate	8.0	37.0	[ 20 mM Tris-HCl,  20 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown]	8104			16567800
SABIO-RK	15014	Escherichia coli	P51025	3.1.2.12	kcat	kcat		0.14		2E-2	1/s	p-Nitrophenyl propionate;H2O	p-Nitrophenol;Propanoate	8.0	37.0	[ 20 mM Tris-HCl,  20 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown]	9736			16567800
SABIO-RK	15015	Escherichia coli	P51025	3.1.2.12	kcat	kcat		28.5		2.07E0	1/s	H2O;S-Formylglutathione	Formate;Reduced glutathione	8.0	37.0	[ 20 mM Tris-HCl,  20 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown]	945	R00527	R-RNO-5693724;R-CEL-5693724;R-BTA-5693724;R-MMU-5693724;R-DME-5693724;R-DDI-5693724;R-DRE-5693724;R-CFA-5693724;R-TGU-5693724;R-SCE-5693724;R-SSC-5693724;R-HSA-5693724;R-XTR-5693724;R-GGA-5693724;R-ATH-5693724;R-OSA-5693724	16567800
SABIO-RK	15016	Escherichia coli	P51025	3.1.2.12	kcat	kcat		0.05		1E-2	1/s	S-Lactoylglutathione;H2O	Reduced glutathione;Lactate	8.0	37.0	[ 20 mM Tris-HCl,  20 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown]	9752	R01736		16567800
SABIO-RK	15017	Escherichia coli	P33018	3.1.2.12	kcat	kcat		1.02		1.5E-1	1/s	H2O;S-Lactoylglutathione	Reduced glutathione;Lactate	8.0	37.0	[ 20 mM Tris-HCl,  20 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown]	9752	R01736		16567800
SABIO-RK	15018	Escherichia coli	P33018	3.1.2.12	kcat	kcat		6.51		6.7E-1	1/s	S-Formylglutathione;H2O	Formate;Reduced glutathione	8.0	37.0	[ 20 mM Tris-HCl,  20 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown]	945	R00527	R-GGA-5693724;R-CEL-5693724;R-MMU-5693724;R-DRE-5693724;R-BTA-5693724;R-TGU-5693724;R-OSA-5693724;R-XTR-5693724;R-RNO-5693724;R-SCE-5693724;R-DDI-5693724;R-CFA-5693724;R-HSA-5693724;R-ATH-5693724;R-SSC-5693724;R-DME-5693724	16567800
SABIO-RK	15019	Escherichia coli	P33018	3.1.2.12	kcat	kcat		0.26		4E-2	1/s	p-Nitrophenyl acetate;H2O	p-Nitrophenol;Acetate	8.0	37.0	[ 20 mM Tris-HCl,  20 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown]	8104			16567800
SABIO-RK	15020	Escherichia coli	P33018	3.1.2.12	kcat	kcat		0.37		5E-2	1/s	H2O;p-Nitrophenyl propionate	p-Nitrophenol;Propanoate	8.0	37.0	[ 20 mM Tris-HCl,  20 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown]	9736			16567800
SABIO-RK	15021	Escherichia coli	P33018	3.1.2.12	kcat	kcat		0.36		3E-2	1/s	H2O;p-Nitrophenyl butyrate	p-Nitrophenol;Butanoate	8.0	37.0	[ 20 mM Tris-HCl,  20 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown]	9766		R-GGA-5695964;R-TGU-5695964;R-CEL-5695964;R-BTA-5695964;R-SSC-5695964;R-CFA-5695964;R-DRE-5695964;R-XTR-5695964;R-RNO-5695964;R-MMU-5695964;R-HSA-5695964	16567800
SABIO-RK	15022	Escherichia coli	P33018	3.1.2.12	kcat	kcat		0.49		4E-2	1/s	H2O;p-Nitrophenyl caproate	p-Nitrophenol;Hexanoate	8.0	37.0	[ 20 mM Tris-HCl,  20 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown]	6964			16567800
SABIO-RK	15023	Escherichia coli	P33018	3.1.2.12	kcat	kcat		5.09		2.9E-1	1/s	1-Naphthylacetic acid;H2O	Acetate;alpha-Naphthol	8.0	37.0	[ 20 mM Tris-HCl,  20 mM Tris-HCl]	[unknown, unknown, unknown, unknown, unknown]	9743			16567800
SABIO-RK	16095	Escherichia coli	P0A877 P0A879 P0A879	4.2.1.20	kcat	kcat		0.48		-	1/s	(3-Indolyl)-glycerol phosphate	Indole;D-Glyceraldehyde 3-phosphate	7.8	37.0	[ Tris-Cl, 0.18 M NaCl, 0.2 mM dithiothreitol, 0.05 mM pyridoxal phosphate, 4 mM EDTA,  Tris-Cl, 0.18 M NaCl, 0.2 mM dithiothreitol, 0.05 mM pyridoxal phosphate, 4 mM EDTA]	[unknown, unknown, unknown, unknown]	9527	R02340		1939081
SABIO-RK	16096	Escherichia coli	P0A877	4.2.1.20	kcat	kcat		0.005		-	1/s	(3-Indolyl)-glycerol phosphate	Indole;D-Glyceraldehyde 3-phosphate	7.8	37.0	[ Tris-Cl, 0.18 M NaCl, 0.2 mM dithiothreitol, 0.05 mM pyridoxal phosphate, 4 mM EDTA,  Tris-Cl, 0.18 M NaCl, 0.2 mM dithiothreitol, 0.05 mM pyridoxal phosphate, 4 mM EDTA]	[unknown, unknown, unknown, unknown]	9527	R02340		1939081
SABIO-RK	16128	Escherichia coli	P0A877 P0A879 P0A877	4.2.1.20	kcat	kcat		9.54		-	1/s	Indole;L-Serine	H2O;L-Tryptophan	7.8	37.0	[ Tris-Cl, 0.5 mg/ml bovine serum albumine, 0.2 mM dithioerythritol, 4 mM EDTA,  Tris-Cl, 0.5 mg/ml bovine serum albumine, 0.2 mM dithioerythritol, 4 mM EDTA]	[unknown, unknown, unknown, unknown, unknown]	1054	R00674		1939081
SABIO-RK	16129	Escherichia coli	P0A879	4.2.1.20	kcat	kcat		0.23		-	1/s	Indole;L-Serine	H2O;L-Tryptophan	7.8	37.0	[ Tris-Cl, 0.5 mg/ml bovine serum albumine, 0.2 mM dithioerythritol, 4 mM EDTA,  Tris-Cl, 0.5 mg/ml bovine serum albumine, 0.2 mM dithioerythritol, 4 mM EDTA]	[unknown, unknown, unknown, unknown, unknown]	1054	R00674		1939081
